accuracy,filter_size,leaky_relu,learning_rate,n_filters,p_dropout,search_type,stride,weight_decay
0.506,3.0,1.0,0.0011216824693583937,128.0,0.5,bayes,3.0,0.01
0.5183,3.0,1.0,0.0010768062922376926,128.0,0.5,bayes,3.0,0.01
0.521,3.0,1.0,0.0010916705418126164,128.0,0.5,bayes,3.0,0.01
0.5099,3.0,1.0,0.0011085362012923472,128.0,0.5,bayes,3.0,0.01
0.5118,3.0,1.0,0.001093220062404423,128.0,0.5,bayes,3.0,0.01
0.5152,3.0,1.0,0.001088570111928654,128.0,0.5,bayes,3.0,0.01
0.5141,3.0,1.0,0.0010930398728872534,128.0,0.5,bayes,3.0,0.01
0.5203,3.0,1.0,0.0010949053631767306,128.0,0.5,bayes,3.0,0.01
0.515,3.0,1.0,0.0011036932227305204,128.0,0.5,bayes,3.0,0.01
0.5087,3.0,1.0,0.0011061035034171432,128.0,0.5,bayes,3.0,0.01
0.5173,3.0,1.0,0.0010932096397107895,128.0,0.5,bayes,3.0,0.01
0.508,3.0,1.0,0.0010985233646023404,128.0,0.5,bayes,3.0,0.01
0.5145,3.0,1.0,0.001085641538652362,128.0,0.5,bayes,3.0,0.01
0.5132,3.0,1.0,0.0010880421199388497,128.0,0.5,bayes,3.0,0.01
0.5125,3.0,1.0,0.0010885361211966946,128.0,0.5,bayes,3.0,0.01
0.5197,3.0,1.0,0.00108807289540637,128.0,0.5,bayes,3.0,0.01
0.5101,3.0,1.0,0.001092421685432384,128.0,0.5,bayes,3.0,0.01
0.5095,3.0,1.0,0.001087447792656743,128.0,0.5,bayes,3.0,0.01
0.5075,3.0,1.0,0.0010818987707733197,128.0,0.5,bayes,3.0,0.01
0.5092,3.0,1.0,0.0010726960838364698,128.0,0.5,bayes,3.0,0.01
0.5081,3.0,1.0,0.0010681022760332282,128.0,0.5,bayes,3.0,0.01
0.5148,3.0,1.0,0.0009065012548409814,128.0,0.5,bayes,3.0,0.01
0.5089,3.0,1.0,0.0010613114056481146,128.0,0.5,bayes,3.0,0.01
0.5118,3.0,1.0,0.001056718275467561,128.0,0.5,bayes,3.0,0.01
0.5123,3.0,1.0,0.0010577543148610857,128.0,0.5,bayes,3.0,0.01
0.51,3.0,1.0,0.0009047284410606888,128.0,0.5,bayes,3.0,0.01
0.5195,3.0,1.0,0.0010603289854230738,128.0,0.5,bayes,3.0,0.01
0.5157,3.0,1.0,0.0010619574992922782,128.0,0.5,bayes,3.0,0.01
0.5154,3.0,1.0,0.0010645894176380653,128.0,0.5,bayes,3.0,0.01
0.5171,3.0,1.0,0.001067120082523812,128.0,0.5,bayes,3.0,0.01
0.5182,3.0,1.0,0.0010697439040832717,128.0,0.5,bayes,3.0,0.01
0.5065,3.0,1.0,0.0010721541569105196,128.0,0.5,bayes,3.0,0.01
0.5107,3.0,1.0,0.0009049612351706947,128.0,0.5,bayes,3.0,0.01
0.5153,3.0,1.0,0.0010652332726018923,128.0,0.5,bayes,3.0,0.01
0.515,3.0,1.0,0.001057758548286237,128.0,0.5,bayes,3.0,0.01
0.5191,3.0,1.0,0.001100934728628868,128.0,0.5,bayes,3.0,0.01
0.5104,3.0,1.0,0.00107245349384787,128.0,0.5,bayes,3.0,0.01
0.5181,3.0,1.0,0.0010707255194098376,128.0,0.5,bayes,3.0,0.01
0.5101,3.0,1.0,0.001072950864043399,128.0,0.5,bayes,3.0,0.01
0.5229,3.0,1.0,0.001070900149804804,128.0,0.5,bayes,3.0,0.01
0.5144,3.0,1.0,0.000901675180481081,128.0,0.5,bayes,3.0,0.01
0.5129,3.0,1.0,0.0010690395345606374,128.0,0.5,bayes,3.0,0.01
0.5197,3.0,1.0,0.0010697672117374142,128.0,0.5,bayes,3.0,0.01
0.511,3.0,1.0,0.0010714290279860625,128.0,0.5,bayes,3.0,0.01
0.5146,3.0,1.0,0.0010694324594949535,128.0,0.5,bayes,3.0,0.01
0.5097,3.0,1.0,0.001071968179387352,128.0,0.5,bayes,3.0,0.01
0.5121,3.0,1.0,0.000852232453718973,128.0,0.5,bayes,3.0,0.01
0.5171,3.0,1.0,0.0010693127833042698,128.0,0.5,bayes,3.0,0.01
0.5151,3.0,1.0,0.000912452149409227,128.0,0.5,bayes,3.0,0.01
0.5127,3.0,1.0,0.0008531301926903282,128.0,0.5,bayes,3.0,0.01
0.5107,3.0,1.0,0.0009429102852813333,128.0,0.5,bayes,3.0,0.01
0.513,3.0,1.0,0.001071095350935681,128.0,0.5,bayes,3.0,0.01
0.5105,3.0,1.0,0.0010718075440820374,128.0,0.5,bayes,3.0,0.01
0.5175,3.0,1.0,0.0010701271878641825,128.0,0.5,bayes,3.0,0.01
0.5186,3.0,1.0,0.0010720416407275764,128.0,0.5,bayes,3.0,0.01
0.5085,3.0,1.0,0.0010738415069837424,128.0,0.5,bayes,3.0,0.01
0.5159,3.0,1.0,0.0010698547346072124,128.0,0.5,bayes,3.0,0.01
0.5153,3.0,1.0,0.0010716352985161476,128.0,0.5,bayes,3.0,0.01
0.5119,3.0,1.0,0.0010732175046900662,128.0,0.5,bayes,3.0,0.01
0.5108,3.0,1.0,0.0009233555480382353,128.0,0.5,bayes,3.0,0.01
0.5127,3.0,1.0,0.0010741664994470953,128.0,0.5,bayes,3.0,0.01
0.5122,3.0,1.0,0.0008563479110126754,128.0,0.5,bayes,3.0,0.01
0.5193,3.0,1.0,0.0010744744698649358,128.0,0.5,bayes,3.0,0.01
0.5155,3.0,1.0,0.0010759758905970569,128.0,0.5,bayes,3.0,0.01
0.5128,3.0,1.0,0.0009258112036227217,128.0,0.5,bayes,3.0,0.01
0.5126,3.0,1.0,0.0010782888146768134,128.0,0.5,bayes,3.0,0.01
0.5196,3.0,1.0,0.0010784259711730025,128.0,0.5,bayes,3.0,0.01
0.5195,3.0,1.0,0.001079871282569423,128.0,0.5,bayes,3.0,0.01
0.5113,3.0,1.0,0.0010827471384469228,128.0,0.5,bayes,3.0,0.01
0.5058,3.0,1.0,0.0009269372919404581,128.0,0.5,bayes,3.0,0.01
0.5158,3.0,1.0,0.0010805407516797467,128.0,0.5,bayes,3.0,0.01
0.5137,3.0,1.0,0.001082157052375058,128.0,0.5,bayes,3.0,0.01
0.5166,3.0,1.0,0.0010828424666479608,128.0,0.5,bayes,3.0,0.01
0.517,3.0,1.0,0.0009184596837187323,128.0,0.5,bayes,3.0,0.01
0.5098,3.0,1.0,0.0009220171559673795,128.0,0.5,bayes,3.0,0.01
0.5125,3.0,1.0,0.0010831426004421813,128.0,0.5,bayes,3.0,0.01
0.5166,3.0,1.0,0.001083305491361509,128.0,0.5,bayes,3.0,0.01
0.511,3.0,1.0,0.0009221592572684909,128.0,0.5,bayes,3.0,0.01
0.5086,3.0,1.0,0.0010862143213852848,128.0,0.5,bayes,3.0,0.01
0.5182,3.0,1.0,0.0010824645477119127,128.0,0.5,bayes,3.0,0.01
0.5185,3.0,1.0,0.0010841906583711235,128.0,0.5,bayes,3.0,0.01
0.5143,3.0,1.0,0.0009190793375437953,128.0,0.5,bayes,3.0,0.01
0.5122,3.0,1.0,0.0010856386369377594,128.0,0.5,bayes,3.0,0.01
0.51,3.0,1.0,0.0009284320006424053,128.0,0.5,bayes,3.0,0.01
0.5133,3.0,1.0,0.0010865858189248565,128.0,0.5,bayes,3.0,0.01
0.5117,3.0,1.0,0.0010854894012912219,128.0,0.5,bayes,3.0,0.01
0.5092,3.0,1.0,0.0010861740353150951,128.0,0.5,bayes,3.0,0.01
0.5145,3.0,1.0,0.0008660650821201494,128.0,0.5,bayes,3.0,0.01
0.5119,3.0,1.0,0.0008636254005219228,128.0,0.5,bayes,3.0,0.01
0.5093,3.0,1.0,0.0010812485728114707,128.0,0.5,bayes,3.0,0.01
0.5134,3.0,1.0,0.001078768012421766,128.0,0.5,bayes,3.0,0.01
0.5157,3.0,1.0,0.0010792265444994123,128.0,0.5,bayes,3.0,0.01
0.5077,3.0,1.0,0.0009259762892945409,128.0,0.5,bayes,3.0,0.01
0.5169,3.0,1.0,0.0010813798106587293,128.0,0.5,bayes,3.0,0.01
0.5111,3.0,1.0,0.001082851950279977,128.0,0.5,bayes,3.0,0.01
0.5147,3.0,1.0,0.0010800091377414262,128.0,0.5,bayes,3.0,0.0069074319855974885
0.5121,3.0,1.0,0.0010827866551313024,128.0,0.5,bayes,3.0,0.01
0.507,3.0,1.0,0.0009227501351929809,128.0,0.5,bayes,3.0,0.01
0.5215,3.0,1.0,0.0010836880896766333,128.0,0.5,bayes,3.0,0.01
0.5156,3.0,1.0,0.001083972876028069,128.0,0.5,bayes,3.0,0.01
0.514,3.0,1.0,0.0009136108607384575,128.0,0.5,bayes,3.0,0.01
0.5112,3.0,1.0,0.0010854003734021985,128.0,0.5,bayes,3.0,0.01
0.5114,3.0,1.0,0.0009161904996043604,128.0,0.5,bayes,3.0,0.01
0.5149,3.0,1.0,0.0009165097004989108,128.0,0.5,bayes,3.0,0.01
0.5147,3.0,1.0,0.0008674358804165453,128.0,0.5,bayes,3.0,0.01
0.5143,3.0,1.0,0.0010821163365676506,128.0,0.5,bayes,3.0,0.01
0.5134,3.0,1.0,0.0009219403574870023,128.0,0.5,bayes,3.0,0.01
0.5139,3.0,1.0,0.0010831327575438346,128.0,0.5,bayes,3.0,0.01
0.5103,3.0,1.0,0.0010837267950153944,128.0,0.5,bayes,3.0,0.01
0.5101,3.0,1.0,0.0010822197804875955,128.0,0.5,bayes,3.0,0.01
0.5098,3.0,1.0,0.0009210068512657998,128.0,0.5,bayes,3.0,0.007998502931005347
0.5126,3.0,1.0,0.0010821670820933846,128.0,0.5,bayes,3.0,0.01
0.5155,3.0,1.0,0.0010819508330714412,128.0,0.5,bayes,3.0,0.01
0.5114,3.0,1.0,0.0010830889269874747,128.0,0.5,bayes,3.0,0.01
0.5115,3.0,1.0,0.0010823704720881308,128.0,0.5,bayes,3.0,0.01
0.5095,3.0,1.0,0.0010818113798047166,128.0,0.5,bayes,3.0,0.01
0.5147,3.0,1.0,0.0009244490034159866,128.0,0.5,bayes,3.0,0.01
0.5116,3.0,1.0,0.0010796184208169601,128.0,0.5,bayes,3.0,0.01
0.5201,3.0,1.0,0.0010791868607718102,128.0,0.5,bayes,3.0,0.01
0.5164,3.0,1.0,0.001080097620387465,128.0,0.5,bayes,3.0,0.01
0.52,3.0,1.0,0.0010812480220726665,128.0,0.5,bayes,3.0,0.01
0.511,3.0,1.0,0.0009246315337805689,128.0,0.5,bayes,3.0,0.01
0.5135,3.0,1.0,0.001083116729020316,128.0,0.5,bayes,3.0,0.01
0.5161,3.0,1.0,0.0010833605288303894,128.0,0.5,bayes,3.0,0.01
0.5192,3.0,1.0,0.001083170977463284,128.0,0.5,bayes,3.0,0.01
0.5148,3.0,1.0,0.0010858026671410664,128.0,0.5,bayes,3.0,0.01
0.508,3.0,1.0,0.0009257432811199505,128.0,0.5,bayes,3.0,0.01
0.5098,3.0,1.0,0.0010877192137380416,128.0,0.5,bayes,3.0,0.01
0.5176,3.0,1.0,0.0010859289203353317,128.0,0.5,bayes,3.0,0.01
0.5242,3.0,1.0,0.0010871226178700401,128.0,0.5,bayes,3.0,0.01
0.5149,3.0,1.0,0.0009140715097275894,128.0,0.5,bayes,3.0,0.01
0.5108,3.0,1.0,0.00108606218800021,128.0,0.5,bayes,3.0,0.01
0.5078,3.0,1.0,0.0010849515742393616,128.0,0.5,bayes,3.0,0.01
0.5151,3.0,1.0,0.0010815721575133381,128.0,0.5,bayes,3.0,0.01
0.5168,3.0,1.0,0.0010822665297702018,128.0,0.5,bayes,3.0,0.01
0.5119,3.0,1.0,0.0010837861487646855,128.0,0.5,bayes,3.0,0.01
0.5151,3.0,1.0,0.0010833046152171788,128.0,0.5,bayes,3.0,0.01
0.5082,3.0,1.0,0.001084127524318671,128.0,0.5,bayes,3.0,0.01
0.5145,3.0,1.0,0.001079571839876101,128.0,0.5,bayes,3.0,0.01
0.5058,3.0,1.0,0.0010819990183645791,128.0,0.5,bayes,3.0,0.01
0.508,3.0,1.0,0.0010771492186709333,128.0,0.5,bayes,3.0,0.01
0.5099,3.0,1.0,0.0010744844832855927,128.0,0.5,bayes,3.0,0.01
0.517,3.0,1.0,0.0010732142860604254,128.0,0.5,bayes,3.0,0.01
0.5103,3.0,1.0,0.0009104635790249725,128.0,0.5,bayes,3.0,0.01
0.5132,3.0,1.0,0.0009098098693300508,128.0,0.5,bayes,3.0,0.01
0.5069,3.0,1.0,0.0010754354224919835,128.0,0.5,bayes,3.0,0.01
0.5131,3.0,1.0,0.0010719880403402238,128.0,0.5,bayes,3.0,0.01
0.5083,3.0,1.0,0.0010723051482495467,128.0,0.5,bayes,3.0,0.01
0.5176,3.0,1.0,0.0010701110684932535,128.0,0.5,bayes,3.0,0.01
0.5186,3.0,1.0,0.0009076833123425226,128.0,0.5,bayes,3.0,0.01
0.5137,3.0,1.0,0.0010675119175218802,128.0,0.5,bayes,3.0,0.01
0.519,3.0,1.0,0.0009108983221305874,128.0,0.5,bayes,3.0,0.01
0.5084,3.0,1.0,0.0009135651975989608,128.0,0.5,bayes,3.0,0.01
0.512,3.0,1.0,0.0010658145163755502,128.0,0.5,bayes,3.0,0.01
0.5138,3.0,1.0,0.0010657739734855794,128.0,0.5,bayes,3.0,0.01
0.5165,3.0,1.0,0.0010663298334413957,128.0,0.5,bayes,3.0,0.01
0.5153,3.0,1.0,0.000912663812616235,128.0,0.5,bayes,3.0,0.01
0.513,3.0,1.0,0.0010666515115309806,128.0,0.5,bayes,3.0,0.01
0.5172,3.0,1.0,0.0010669264038021921,128.0,0.5,bayes,3.0,0.01
0.5057,3.0,1.0,0.001067825566625545,128.0,0.5,bayes,3.0,0.01
0.5204,3.0,1.0,0.001061993122856151,128.0,0.5,bayes,3.0,0.01
0.5092,3.0,1.0,0.0008506628288728767,128.0,0.5,bayes,3.0,0.01
0.5092,3.0,1.0,0.0010660965840459276,128.0,0.5,bayes,3.0,0.01
0.5149,3.0,1.0,0.0010647031884670072,128.0,0.5,bayes,3.0,0.01
0.5145,3.0,1.0,0.0010654613742420692,128.0,0.5,bayes,3.0,0.01
0.5123,3.0,1.0,0.001066149814083202,128.0,0.5,bayes,3.0,0.01
0.5097,3.0,1.0,0.0009126274461123523,128.0,0.5,bayes,3.0,0.01
0.5211,3.0,1.0,0.0010671919216698425,128.0,0.5,bayes,3.0,0.01
0.5173,3.0,1.0,0.0010674038247644878,128.0,0.5,bayes,3.0,0.01
0.5091,3.0,1.0,0.0009104061405773204,128.0,0.5,bayes,3.0,0.01
0.5118,3.0,1.0,0.001069488433849218,128.0,0.5,bayes,3.0,0.01
0.5141,3.0,1.0,0.0009088686549471538,128.0,0.5,bayes,3.0,0.01
0.5132,3.0,1.0,0.0010690950760561132,128.0,0.5,bayes,3.0,0.01
0.5175,3.0,1.0,0.0010694589398034901,128.0,0.5,bayes,3.0,0.01
0.5192,3.0,1.0,0.001070363691052758,128.0,0.5,bayes,3.0,0.01
0.5086,3.0,1.0,0.0010710759670207984,128.0,0.5,bayes,3.0,0.01
0.5117,3.0,1.0,0.001069317325267123,128.0,0.5,bayes,3.0,0.01
0.5174,3.0,1.0,0.0009103838318395412,128.0,0.5,bayes,3.0,0.01
0.5125,3.0,1.0,0.001067274169454083,128.0,0.5,bayes,3.0,0.01
0.5155,3.0,1.0,0.0009135016886334466,128.0,0.5,bayes,3.0,0.01
0.5099,3.0,1.0,0.001066709273202008,128.0,0.5,bayes,3.0,0.01
0.5167,3.0,1.0,0.0010657238139386168,128.0,0.5,bayes,3.0,0.01
0.5158,3.0,1.0,0.0010665911647698134,128.0,0.5,bayes,3.0,0.01
0.5127,3.0,1.0,0.0010673870937100045,128.0,0.5,bayes,3.0,0.01
0.52,3.0,1.0,0.0010675472070071138,128.0,0.5,bayes,3.0,0.01
0.5115,3.0,1.0,0.0009165733447637649,128.0,0.5,bayes,3.0,0.01
0.5171,3.0,1.0,0.0010687518126318704,128.0,0.5,bayes,3.0,0.01
0.5144,3.0,1.0,0.0010695714376148184,128.0,0.5,bayes,3.0,0.01
0.5114,3.0,1.0,0.001070115995179753,128.0,0.5,bayes,3.0,0.01
0.5152,3.0,1.0,0.0010698696138181996,128.0,0.5,bayes,3.0,0.01
0.5131,3.0,1.0,0.001070589325813627,128.0,0.5,bayes,3.0,0.01
0.51,3.0,1.0,0.0009197361936480482,128.0,0.5,bayes,3.0,0.01
0.5119,3.0,1.0,0.0010715376594203187,128.0,0.5,bayes,3.0,0.01
0.5104,3.0,1.0,0.0010714463898579048,128.0,0.5,bayes,3.0,0.01
0.5163,3.0,1.0,0.0009186027735194915,128.0,0.5,bayes,3.0,0.01
0.514,3.0,1.0,0.0010698274415671734,128.0,0.5,bayes,3.0,0.01
0.5109,3.0,1.0,0.001070318613421792,128.0,0.5,bayes,3.0,0.01
0.5139,3.0,1.0,0.0010698013439193396,128.0,0.5,bayes,3.0,0.01
0.5124,3.0,1.0,0.0010702376594595709,128.0,0.5,bayes,3.0,0.01
0.507,3.0,1.0,0.00107031722526637,128.0,0.5,bayes,3.0,0.01
0.5081,3.0,1.0,0.0010678043950845695,128.0,0.5,bayes,3.0,0.01
0.5125,3.0,1.0,0.0009152190542725181,128.0,0.5,bayes,3.0,0.01
0.5146,3.0,1.0,0.001066374543087375,128.0,0.5,bayes,3.0,0.01
0.5097,3.0,1.0,0.0010669654005660354,128.0,0.5,bayes,3.0,0.01
0.5175,3.0,1.0,0.0009196919565255247,128.0,0.5,bayes,3.0,0.01
0.5141,3.0,1.0,0.0010647510891404173,128.0,0.5,bayes,3.0,0.01
0.5115,3.0,1.0,0.001065249105167714,128.0,0.5,bayes,3.0,0.01
0.51,3.0,1.0,0.0009232984064127547,128.0,0.5,bayes,3.0,0.01
0.5134,3.0,1.0,0.0009219041255950763,128.0,0.5,bayes,3.0,0.01
0.5153,3.0,1.0,0.0010568622960644182,128.0,0.5,bayes,3.0,0.01
0.5088,3.0,1.0,0.0010664951729332903,128.0,0.5,bayes,3.0,0.01
0.5103,3.0,1.0,0.0010651796251779548,128.0,0.5,bayes,3.0,0.01
0.5077,3.0,1.0,0.0010645313618758505,128.0,0.5,bayes,3.0,0.01
0.5149,3.0,1.0,0.0010626740170529053,128.0,0.5,bayes,3.0,0.01
0.5165,3.0,1.0,0.0010632881269014723,128.0,0.5,bayes,3.0,0.01
0.5069,3.0,1.0,0.0010639775628507207,128.0,0.5,bayes,3.0,0.01
0.5186,3.0,1.0,0.0010616877912911725,128.0,0.5,bayes,3.0,0.01
0.514,3.0,1.0,0.001062325789606842,128.0,0.5,bayes,3.0,0.01
0.5182,3.0,1.0,0.0009202850214341449,128.0,0.5,bayes,3.0,0.01
0.5104,3.0,1.0,0.0010612922285082645,128.0,0.5,bayes,3.0,0.01
0.5155,3.0,1.0,0.0010607676036890805,128.0,0.5,bayes,3.0,0.01
0.5088,3.0,1.0,0.0009234680226010185,128.0,0.5,bayes,3.0,0.01
0.5064,3.0,1.0,0.0010618645344980299,128.0,0.5,bayes,3.0,0.01
0.5104,3.0,1.0,0.0010593273556494644,128.0,0.5,bayes,3.0,0.01
0.514,3.0,1.0,0.0010588141075391557,128.0,0.5,bayes,3.0,0.01
0.514,3.0,1.0,0.0010589213906997447,128.0,0.5,bayes,3.0,0.01
0.5121,3.0,1.0,0.0010597477888465959,128.0,0.5,bayes,3.0,0.01
0.5146,3.0,1.0,0.0009163506512223886,128.0,0.5,bayes,3.0,0.01
0.5172,3.0,1.0,0.0010604911223037207,128.0,0.5,bayes,3.0,0.01
0.5121,3.0,1.0,0.0010603356526689013,128.0,0.5,bayes,3.0,0.01
0.5161,3.0,1.0,0.0010603184759425787,128.0,0.5,bayes,3.0,0.01
0.5076,3.0,1.0,0.0009224155143131784,128.0,0.5,bayes,3.0,0.01
0.5118,3.0,1.0,0.001061386486891942,128.0,0.5,bayes,3.0,0.01
0.5152,3.0,1.0,0.0009189100502893773,128.0,0.5,bayes,3.0,0.01
0.5128,3.0,1.0,0.0010610707207145628,128.0,0.5,bayes,3.0,0.01
0.5177,3.0,1.0,0.0010612891095355367,128.0,0.5,bayes,3.0,0.01
0.5162,3.0,1.0,0.0010619269770091994,128.0,0.5,bayes,3.0,0.01
0.5123,3.0,1.0,0.0009223962387375404,128.0,0.5,bayes,3.0,0.01
0.5073,3.0,1.0,0.0010629503931250015,128.0,0.5,bayes,3.0,0.01
0.5147,3.0,1.0,0.0010610704201632164,128.0,0.5,bayes,3.0,0.01
0.513,3.0,1.0,0.0008477989373744442,128.0,0.5,bayes,3.0,0.01
0.5137,3.0,1.0,0.0010607148201600286,128.0,0.5,bayes,3.0,0.01
0.509,3.0,1.0,0.0010611239098342591,128.0,0.5,bayes,3.0,0.01
0.5132,3.0,1.0,0.0010600618257133314,128.0,0.5,bayes,3.0,0.01
0.5145,3.0,1.0,0.0010603531868390674,128.0,0.5,bayes,3.0,0.01
0.5149,3.0,1.0,0.0009225646639579641,128.0,0.5,bayes,3.0,0.01
0.5162,3.0,1.0,0.0010607378000480985,128.0,0.5,bayes,3.0,0.01
0.5143,3.0,1.0,0.0010613670488399335,128.0,0.5,bayes,3.0,0.01
0.512,3.0,1.0,0.0010617947985203406,128.0,0.5,bayes,3.0,0.01
0.5144,3.0,1.0,0.0010621619853299106,128.0,0.5,bayes,3.0,0.01
0.5147,3.0,1.0,0.0010622761842025285,128.0,0.5,bayes,3.0,0.01
0.5187,3.0,1.0,0.0010627764506994956,128.0,0.5,bayes,3.0,0.01
0.5128,3.0,1.0,0.0009273539849945226,128.0,0.5,bayes,3.0,0.01
0.5166,3.0,1.0,0.0010635443203583404,128.0,0.5,bayes,3.0,0.01
0.5176,3.0,1.0,0.0010641972226981015,128.0,0.5,bayes,3.0,0.01
0.5089,3.0,1.0,0.0009288824950165833,128.0,0.5,bayes,3.0,0.01
0.5099,3.0,1.0,0.0010651381957987958,128.0,0.5,bayes,3.0,0.01
0.5144,3.0,1.0,0.0010644845436025192,128.0,0.5,bayes,3.0,0.01
0.5203,3.0,1.0,0.0010649082375637354,128.0,0.5,bayes,3.0,0.01
0.5108,3.0,1.0,0.000925688390578392,128.0,0.5,bayes,3.0,0.01
0.5064,3.0,1.0,0.0009249775904724297,128.0,0.5,bayes,3.0,0.01
0.5117,3.0,1.0,0.0010659198189312854,128.0,0.5,bayes,3.0,0.01
0.5103,3.0,1.0,0.001065779629410675,128.0,0.5,bayes,3.0,0.01
0.5212,3.0,1.0,0.0010652795123984756,128.0,0.5,bayes,3.0,0.01
0.5168,3.0,1.0,0.0010654023970279145,128.0,0.5,bayes,3.0,0.01
0.5107,3.0,1.0,0.0010660399808450462,128.0,0.5,bayes,3.0,0.01
0.5132,3.0,1.0,0.000919295060975199,128.0,0.5,bayes,3.0,0.01
0.5152,3.0,1.0,0.0010657802624095528,128.0,0.5,bayes,3.0,0.01
0.5167,3.0,1.0,0.000920829171584585,128.0,0.5,bayes,3.0,0.01
0.517,3.0,1.0,0.0010655242658805307,128.0,0.5,bayes,3.0,0.01
0.5135,3.0,1.0,0.0009234107907910063,128.0,0.5,bayes,3.0,0.01
0.5128,3.0,1.0,0.0010662706237762548,128.0,0.5,bayes,3.0,0.01
0.5121,3.0,1.0,0.0009247036423870041,128.0,0.5,bayes,3.0,0.01
0.515,3.0,1.0,0.0010667937796093971,128.0,0.5,bayes,3.0,0.01
0.5097,3.0,1.0,0.0010672824614801795,128.0,0.5,bayes,3.0,0.01
0.5123,3.0,1.0,0.001066582999035095,128.0,0.5,bayes,3.0,0.01
0.5222,3.0,1.0,0.001066573412368893,128.0,0.5,bayes,3.0,0.01
0.5152,3.0,1.0,0.0009235666553913083,128.0,0.5,bayes,3.0,0.01
0.5118,3.0,1.0,0.0010661752378587376,128.0,0.5,bayes,3.0,0.01
0.5155,3.0,1.0,0.000925564441942291,128.0,0.5,bayes,3.0,0.01
0.5164,3.0,1.0,0.0010657538333145272,128.0,0.5,bayes,3.0,0.01
0.5146,3.0,1.0,0.0010664952552057235,128.0,0.5,bayes,3.0,0.01
0.5184,3.0,1.0,0.0010668941435336822,128.0,0.5,bayes,3.0,0.01
0.5115,3.0,1.0,0.0009284347655062578,128.0,0.5,bayes,3.0,0.01
0.513,3.0,1.0,0.0010678441602282442,128.0,0.5,bayes,3.0,0.01
0.517,3.0,1.0,0.0010680264276660037,128.0,0.5,bayes,3.0,0.01
0.5169,3.0,1.0,0.0010685652252295675,128.0,0.5,bayes,3.0,0.01
0.516,3.0,1.0,0.0010691552179253,128.0,0.5,bayes,3.0,0.01
0.5077,3.0,1.0,0.0009293993936950816,128.0,0.5,bayes,3.0,0.01
0.5101,3.0,1.0,0.0009259823070250222,128.0,0.5,bayes,3.0,0.01
0.512,3.0,1.0,0.000923066685037224,128.0,0.5,bayes,3.0,0.01
0.5084,3.0,1.0,0.0010706949877267284,128.0,0.5,bayes,3.0,0.01
0.5213,3.0,1.0,0.0010696126924732096,128.0,0.5,bayes,3.0,0.01
0.5133,3.0,1.0,0.0010698049223152883,128.0,0.5,bayes,3.0,0.01
0.5086,3.0,1.0,0.0010700614313099994,128.0,0.5,bayes,3.0,0.01
0.5117,3.0,1.0,0.0009224143603084917,128.0,0.5,bayes,3.0,0.01
0.5131,3.0,1.0,0.0010692920034668276,128.0,0.5,bayes,3.0,0.01
0.5103,3.0,1.0,0.0009168743031537821,128.0,0.5,bayes,3.0,0.01
0.5156,3.0,1.0,0.0009221937791620303,128.0,0.5,bayes,3.0,0.01
0.5142,3.0,1.0,0.0010695208339082355,128.0,0.5,bayes,3.0,0.01
0.5192,3.0,1.0,0.0009244009393554141,128.0,0.5,bayes,3.0,0.01
0.5145,3.0,1.0,0.0010683696051362406,128.0,0.5,bayes,3.0,0.01
0.5158,3.0,1.0,0.0008834602714334716,128.0,0.5,bayes,3.0,0.006805680545153853
0.5146,3.0,1.0,0.0009272956128245411,128.0,0.5,bayes,3.0,0.01
0.5159,3.0,1.0,0.0009288965907783723,128.0,0.5,bayes,3.0,0.01
0.5098,3.0,1.0,0.000930653434641406,128.0,0.5,bayes,3.0,0.01
0.5109,3.0,1.0,0.0009289801881954973,128.0,0.5,bayes,3.0,0.01
0.507,3.0,1.0,0.0010667675301329787,128.0,0.5,bayes,3.0,0.01
0.5132,3.0,1.0,0.0009269200699600235,128.0,0.5,bayes,3.0,0.01
0.5203,3.0,1.0,0.0010656567497208135,128.0,0.5,bayes,3.0,0.01
0.5178,3.0,1.0,0.0009266123965628766,128.0,0.5,bayes,3.0,0.01
0.511,3.0,1.0,0.0009288669084936476,128.0,0.5,bayes,3.0,0.01
0.5152,3.0,1.0,0.0009327556467544877,128.0,0.5,bayes,3.0,0.01
0.5177,3.0,1.0,0.0010655431612925366,128.0,0.5,bayes,3.0,0.01
0.5158,3.0,1.0,0.0009298385235635702,128.0,0.5,bayes,3.0,0.01
0.5197,3.0,1.0,0.0010659753811489282,128.0,0.5,bayes,3.0,0.01
0.5133,3.0,1.0,0.0010665367917973337,128.0,0.5,bayes,3.0,0.01
0.5191,3.0,1.0,0.0010665962955833887,128.0,0.5,bayes,3.0,0.01
0.5115,3.0,1.0,0.0010670577586509799,128.0,0.5,bayes,3.0,0.01
0.5123,3.0,1.0,0.001066885718905786,128.0,0.5,bayes,3.0,0.01
0.51,3.0,1.0,0.0009319132079396175,128.0,0.5,bayes,3.0,0.01
0.5099,3.0,1.0,0.0010672272065734567,128.0,0.5,bayes,3.0,0.01
0.5168,3.0,1.0,0.0010665244746878588,128.0,0.5,bayes,3.0,0.01
0.5112,3.0,1.0,0.0010670164666413526,128.0,0.5,bayes,3.0,0.01
0.5103,3.0,1.0,0.0010668035556139197,128.0,0.5,bayes,3.0,0.01
0.5147,3.0,1.0,0.0009303428440023059,128.0,0.5,bayes,3.0,0.01
