accuracy,filter_size,leaky_relu,learning_rate,n_filters,p_dropout,search_type,stride,weight_decay
0.1416,5.0,1.0,0.05455594781168514,128.0,0.0,random,1.0,2.1544346900318823e-05
0.1,1.0,0.0,3.792690190732254e-05,32.0,0.0,random,3.0,0.0001
0.1,1.0,1.0,0.01623776739188721,128.0,0.25,random,3.0,0.01
0.158,5.0,0.0,1e-06,16.0,0.25,random,1.0,2.1544346900318823e-05
0.2323,5.0,1.0,3.359818286283781e-06,16.0,0.25,random,1.0,0.0001
0.1078,5.0,1.0,0.01623776739188721,128.0,0.0,random,3.0,0.001
0.1451,1.0,0.0,1e-06,32.0,0.5,random,1.0,0.001
0.1,5.0,0.0,0.0026366508987303583,128.0,0.25,random,1.0,0.004641588833612777
0.3051,5.0,0.0,1e-06,128.0,0.5,random,1.0,0.001
0.1,1.0,0.0,0.01623776739188721,64.0,0.25,random,1.0,0.01
0.3994,3.0,1.0,6.158482110660267e-06,128.0,0.5,random,1.0,0.001
0.5026,3.0,0.0,0.0014384498882876629,128.0,0.25,random,3.0,0.01
0.1,1.0,1.0,2.06913808111479e-05,128.0,0.25,random,3.0,1e-05
0.413,3.0,1.0,0.0014384498882876629,16.0,0.0,random,3.0,0.002154434690031882
0.1111,5.0,1.0,0.004832930238571752,64.0,0.25,random,1.0,0.00046415888336127773
0.1,1.0,0.0,0.004832930238571752,128.0,0.25,random,3.0,0.01
0.3157,3.0,1.0,1.8329807108324375e-06,64.0,0.0,random,1.0,0.01
0.4656,5.0,0.0,0.0014384498882876629,32.0,0.5,random,3.0,0.00021544346900318823
0.1,1.0,0.0,0.05455594781168514,64.0,0.0,random,3.0,0.00021544346900318823
0.416,3.0,1.0,0.00012742749857031334,16.0,0.5,random,1.0,0.00046415888336127773
0.1,5.0,0.0,0.029763514416313194,64.0,0.5,random,3.0,0.00046415888336127773
0.4877,3.0,1.0,0.0026366508987303583,128.0,0.25,random,3.0,0.01
0.3596,3.0,1.0,2.06913808111479e-05,16.0,0.0,random,1.0,0.0001
0.4498,1.0,1.0,0.00012742749857031334,32.0,0.0,random,1.0,0.002154434690031882
0.3813,5.0,0.0,0.0004281332398719391,16.0,0.25,random,3.0,1e-05
0.1218,5.0,1.0,0.1,128.0,0.0,random,1.0,0.0001
0.4706,3.0,0.0,0.0007847599703514606,64.0,0.5,random,3.0,1e-05
0.138,3.0,1.0,0.05455594781168514,16.0,0.5,random,1.0,0.00046415888336127773
0.4931,3.0,1.0,0.0014384498882876629,64.0,0.25,random,3.0,0.002154434690031882
0.1,1.0,1.0,2.06913808111479e-05,64.0,0.0,random,3.0,0.002154434690031882
0.3852,5.0,0.0,0.004832930238571752,32.0,0.5,random,3.0,0.004641588833612777
0.1,3.0,0.0,0.1,64.0,0.0,random,1.0,0.00021544346900318823
0.4578,5.0,1.0,0.0004281332398719391,32.0,0.25,random,3.0,0.004641588833612777
0.1,1.0,0.0,0.029763514416313194,128.0,0.25,random,1.0,0.001
0.4141,3.0,0.0,0.00012742749857031334,16.0,0.5,random,1.0,0.0001
0.1,1.0,1.0,0.00012742749857031334,128.0,0.5,random,3.0,0.01
0.2291,5.0,1.0,1e-06,128.0,0.0,random,3.0,0.00046415888336127773
0.1,1.0,0.0,6.951927961775606e-05,128.0,0.25,random,3.0,0.0001
0.1,1.0,0.0,0.0007847599703514606,16.0,0.0,random,3.0,0.001
0.1384,5.0,1.0,3.359818286283781e-06,16.0,0.25,random,3.0,2.1544346900318823e-05
0.4445,3.0,0.0,0.0014384498882876629,32.0,0.5,random,3.0,0.001
0.4119,5.0,0.0,0.00023357214690901214,32.0,0.25,random,3.0,0.0001
0.2536,5.0,1.0,3.359818286283781e-06,64.0,0.0,random,3.0,0.00046415888336127773
0.1,1.0,1.0,0.0014384498882876629,128.0,0.0,random,3.0,0.00046415888336127773
0.4095,3.0,0.0,0.0014384498882876629,16.0,0.0,random,3.0,0.001
0.1685,3.0,1.0,0.05455594781168514,32.0,0.25,random,1.0,0.0001
0.4779,3.0,1.0,6.951927961775606e-05,64.0,0.0,random,1.0,4.641588833612782e-05
0.2982,3.0,0.0,2.06913808111479e-05,128.0,0.5,random,3.0,0.002154434690031882
0.2801,5.0,1.0,1.1288378916846883e-05,64.0,0.5,random,3.0,0.001
0.1,1.0,1.0,0.00012742749857031334,16.0,0.25,random,3.0,0.0001
0.1165,5.0,1.0,0.05455594781168514,32.0,0.25,random,1.0,0.001
0.3526,5.0,1.0,6.951927961775606e-05,32.0,0.0,random,3.0,0.004641588833612777
0.5005,3.0,1.0,0.0007847599703514606,64.0,0.25,random,1.0,0.004641588833612777
0.1899,5.0,1.0,0.004832930238571752,16.0,0.5,random,1.0,0.004641588833612777
0.4999,5.0,1.0,0.00023357214690901214,128.0,0.0,random,1.0,0.00046415888336127773
0.1949,1.0,0.0,3.359818286283781e-06,32.0,0.0,random,1.0,2.1544346900318823e-05
0.1,1.0,0.0,1.8329807108324375e-06,64.0,0.25,random,3.0,0.01
0.1175,5.0,1.0,0.008858667904100823,32.0,0.25,random,1.0,2.1544346900318823e-05
0.1,1.0,0.0,0.0004281332398719391,16.0,0.5,random,3.0,0.002154434690031882
0.1277,5.0,0.0,1e-06,16.0,0.25,random,3.0,0.0001
0.35,5.0,1.0,6.951927961775606e-05,32.0,0.5,random,3.0,0.0001
0.1187,5.0,1.0,0.029763514416313194,16.0,0.25,random,1.0,0.00021544346900318823
0.4885,3.0,0.0,0.00012742749857031334,64.0,0.5,random,1.0,0.001
0.511,3.0,1.0,0.00023357214690901214,128.0,0.5,random,1.0,0.004641588833612777
0.1268,5.0,1.0,0.0026366508987303583,128.0,0.0,random,1.0,0.002154434690031882
0.4514,3.0,0.0,0.0004281332398719391,64.0,0.0,random,3.0,0.004641588833612777
0.324,3.0,1.0,6.951927961775606e-05,32.0,0.25,random,3.0,0.00046415888336127773
0.4262,3.0,1.0,0.004832930238571752,16.0,0.0,random,3.0,0.001
0.3341,1.0,1.0,0.01623776739188721,32.0,0.5,random,1.0,0.00046415888336127773
0.1384,5.0,0.0,6.158482110660267e-06,16.0,0.5,random,3.0,0.00021544346900318823
0.3665,5.0,0.0,6.951927961775606e-05,64.0,0.5,random,3.0,0.001
0.2117,3.0,1.0,0.008858667904100823,128.0,0.25,random,3.0,0.01
0.1872,1.0,1.0,0.1,32.0,0.0,random,1.0,0.0001
0.4075,5.0,0.0,1.1288378916846883e-05,128.0,0.5,random,1.0,1e-05
0.3788,1.0,0.0,1.1288378916846883e-05,64.0,0.5,random,1.0,2.1544346900318823e-05
0.2976,5.0,1.0,1.1288378916846883e-05,16.0,0.5,random,1.0,0.0001
0.5294,5.0,0.0,0.0004281332398719391,128.0,0.25,random,3.0,4.641588833612782e-05
0.5,5.0,1.0,0.0004281332398719391,64.0,0.5,random,3.0,2.1544346900318823e-05
0.2562,5.0,1.0,1e-06,64.0,0.5,random,1.0,0.004641588833612777
0.4551,5.0,1.0,0.0007847599703514606,16.0,0.25,random,1.0,0.00021544346900318823
0.4207,1.0,1.0,1.1288378916846883e-05,128.0,0.0,random,1.0,0.0001
0.1,1.0,1.0,0.1,64.0,0.0,random,3.0,0.004641588833612777
0.1,3.0,0.0,0.01623776739188721,128.0,0.25,random,1.0,0.001
0.1,1.0,0.0,0.01623776739188721,128.0,0.5,random,1.0,0.00021544346900318823
0.1,1.0,1.0,6.158482110660267e-06,16.0,0.5,random,3.0,0.00046415888336127773
0.1,3.0,0.0,6.158482110660267e-06,16.0,0.25,random,3.0,0.00046415888336127773
0.2406,5.0,0.0,0.008858667904100823,64.0,0.25,random,3.0,0.01
0.1,1.0,0.0,0.1,32.0,0.25,random,3.0,4.641588833612782e-05
0.0999,5.0,0.0,0.1,32.0,0.25,random,1.0,1e-05
0.4777,3.0,0.0,6.951927961775606e-05,64.0,0.0,random,1.0,1e-05
0.1,1.0,0.0,1.1288378916846883e-05,128.0,0.25,random,3.0,0.00021544346900318823
0.4205,3.0,1.0,0.0026366508987303583,16.0,0.5,random,3.0,0.0001
0.2898,3.0,1.0,6.158482110660267e-06,16.0,0.5,random,1.0,0.0001
0.36,1.0,0.0,3.359818286283781e-06,128.0,0.0,random,1.0,0.01
0.4449,1.0,1.0,0.00012742749857031334,32.0,0.5,random,1.0,0.0001
0.336,3.0,0.0,1.1288378916846883e-05,16.0,0.0,random,1.0,2.1544346900318823e-05
0.4332,1.0,0.0,0.0004281332398719391,16.0,0.25,random,1.0,0.00046415888336127773
0.4077,3.0,1.0,3.792690190732254e-05,32.0,0.25,random,1.0,0.001
0.1177,5.0,1.0,0.05455594781168514,32.0,0.5,random,1.0,0.001
0.1,1.0,0.0,0.029763514416313194,128.0,0.0,random,3.0,0.01
0.1,1.0,1.0,0.00012742749857031334,128.0,0.5,random,3.0,0.004641588833612777
0.4106,3.0,0.0,2.06913808111479e-05,64.0,0.5,random,1.0,2.1544346900318823e-05
0.4763,5.0,0.0,0.00012742749857031334,128.0,0.0,random,3.0,0.002154434690031882
0.4406,1.0,0.0,2.06913808111479e-05,128.0,0.5,random,1.0,0.00021544346900318823
0.4404,5.0,1.0,2.06913808111479e-05,128.0,0.0,random,1.0,1e-05
0.1,1.0,1.0,0.1,64.0,0.0,random,3.0,1e-05
0.3373,5.0,1.0,1.1288378916846883e-05,32.0,0.25,random,1.0,4.641588833612782e-05
0.4371,5.0,0.0,0.00023357214690901214,16.0,0.25,random,1.0,0.00021544346900318823
0.2174,5.0,1.0,1.8329807108324375e-06,32.0,0.5,random,1.0,0.00046415888336127773
0.1,1.0,0.0,1e-06,64.0,0.0,random,3.0,0.004641588833612777
0.3288,5.0,1.0,1.8329807108324375e-06,128.0,0.25,random,1.0,0.002154434690031882
0.1709,1.0,1.0,1e-06,16.0,0.0,random,1.0,0.00021544346900318823
0.1,1.0,0.0,6.951927961775606e-05,32.0,0.0,random,3.0,0.00021544346900318823
0.1,1.0,0.0,1.8329807108324375e-06,64.0,0.0,random,3.0,0.001
0.1,5.0,0.0,0.05455594781168514,64.0,0.5,random,1.0,0.00046415888336127773
0.1,5.0,0.0,0.05455594781168514,64.0,0.0,random,1.0,0.00046415888336127773
0.4243,3.0,0.0,0.004832930238571752,128.0,0.5,random,3.0,2.1544346900318823e-05
0.1729,1.0,1.0,0.05455594781168514,64.0,0.25,random,1.0,4.641588833612782e-05
0.201,5.0,1.0,3.359818286283781e-06,32.0,0.0,random,3.0,0.0001
0.4334,1.0,1.0,0.0026366508987303583,16.0,0.25,random,1.0,1e-05
0.1,1.0,0.0,0.0014384498882876629,16.0,0.25,random,3.0,0.004641588833612777
0.3667,3.0,0.0,0.00023357214690901214,32.0,0.0,random,3.0,0.01
0.4942,5.0,1.0,0.00012742749857031334,128.0,0.25,random,1.0,0.00021544346900318823
0.1,1.0,1.0,0.01623776739188721,16.0,0.5,random,3.0,4.641588833612782e-05
0.436,5.0,0.0,0.0014384498882876629,16.0,0.5,random,1.0,2.1544346900318823e-05
0.4832,3.0,0.0,0.00023357214690901214,32.0,0.0,random,1.0,0.0001
0.4636,3.0,1.0,0.0014384498882876629,16.0,0.0,random,1.0,1e-05
0.275,5.0,0.0,3.359818286283781e-06,32.0,0.25,random,1.0,0.001
0.1,1.0,1.0,1.1288378916846883e-05,64.0,0.0,random,3.0,0.002154434690031882
0.338,5.0,1.0,0.0007847599703514606,128.0,0.5,random,1.0,0.001
0.1,1.0,0.0,1.8329807108324375e-06,128.0,0.0,random,3.0,0.001
0.3752,5.0,0.0,6.951927961775606e-05,64.0,0.25,random,3.0,0.001
0.1,1.0,0.0,0.1,64.0,0.5,random,3.0,0.001
0.1,1.0,0.0,0.01623776739188721,16.0,0.0,random,3.0,0.00021544346900318823
0.1,1.0,0.0,0.05455594781168514,16.0,0.5,random,1.0,1e-05
0.1858,1.0,0.0,1.8329807108324375e-06,16.0,0.25,random,1.0,0.004641588833612777
0.1,1.0,0.0,6.158482110660267e-06,32.0,0.5,random,3.0,0.00046415888336127773
0.1197,5.0,1.0,0.01623776739188721,32.0,0.5,random,1.0,0.00046415888336127773
0.4421,5.0,0.0,6.951927961775606e-05,128.0,0.5,random,3.0,0.004641588833612777
0.4747,3.0,1.0,0.0007847599703514606,16.0,0.5,random,1.0,2.1544346900318823e-05
0.1,1.0,1.0,6.951927961775606e-05,32.0,0.25,random,3.0,0.004641588833612777
0.2186,3.0,1.0,6.158482110660267e-06,64.0,0.5,random,3.0,0.01
0.3382,5.0,1.0,1.1288378916846883e-05,128.0,0.25,random,3.0,4.641588833612782e-05
0.2294,3.0,1.0,0.01623776739188721,16.0,0.25,random,1.0,0.01
0.5036,3.0,1.0,0.0004281332398719391,64.0,0.25,random,1.0,0.001
0.34,3.0,0.0,1.8329807108324375e-06,128.0,0.25,random,1.0,0.002154434690031882
0.1,3.0,1.0,1.8329807108324375e-06,16.0,0.0,random,3.0,0.004641588833612777
0.1,3.0,1.0,3.359818286283781e-06,16.0,0.0,random,3.0,0.002154434690031882
0.4931,3.0,0.0,0.0004281332398719391,128.0,0.25,random,3.0,4.641588833612782e-05
0.1,1.0,0.0,0.01623776739188721,16.0,0.5,random,1.0,0.001
0.3599,5.0,0.0,2.06913808111479e-05,32.0,0.5,random,1.0,0.004641588833612777
0.2511,5.0,1.0,3.359818286283781e-06,64.0,0.25,random,3.0,0.00046415888336127773
0.4232,1.0,0.0,0.0014384498882876629,16.0,0.0,random,1.0,0.002154434690031882
0.1706,3.0,1.0,0.05455594781168514,128.0,0.25,random,1.0,0.001
0.4111,5.0,0.0,6.951927961775606e-05,32.0,0.5,random,1.0,1e-05
0.4217,1.0,0.0,6.951927961775606e-05,32.0,0.0,random,1.0,0.00046415888336127773
0.1709,1.0,1.0,1e-06,16.0,0.0,random,1.0,0.002154434690031882
0.2827,5.0,1.0,6.951927961775606e-05,16.0,0.5,random,3.0,0.001
0.4,5.0,1.0,0.00012742749857031334,16.0,0.25,random,1.0,0.01
0.4781,3.0,0.0,3.792690190732254e-05,128.0,0.0,random,1.0,0.01
0.35,3.0,1.0,6.951927961775606e-05,64.0,0.25,random,3.0,1e-05
0.1648,5.0,1.0,0.004832930238571752,128.0,0.5,random,3.0,0.01
0.2525,3.0,1.0,6.158482110660267e-06,128.0,0.0,random,3.0,0.00046415888336127773
0.4187,3.0,1.0,1.1288378916846883e-05,128.0,0.25,random,1.0,1e-05
0.1,1.0,0.0,2.06913808111479e-05,32.0,0.5,random,3.0,4.641588833612782e-05
0.4187,1.0,0.0,0.0026366508987303583,32.0,0.25,random,1.0,4.641588833612782e-05
0.1,1.0,1.0,0.00012742749857031334,32.0,0.25,random,3.0,0.0001
0.4832,3.0,0.0,0.00023357214690901214,32.0,0.0,random,1.0,2.1544346900318823e-05
0.4493,5.0,1.0,6.951927961775606e-05,128.0,0.25,random,3.0,0.01
0.3266,5.0,0.0,1.8329807108324375e-06,128.0,0.25,random,1.0,0.00046415888336127773
0.1,1.0,0.0,0.0004281332398719391,16.0,0.25,random,3.0,4.641588833612782e-05
0.1156,3.0,1.0,0.1,32.0,0.0,random,1.0,0.002154434690031882
0.1725,3.0,1.0,0.008858667904100823,16.0,0.0,random,1.0,2.1544346900318823e-05
0.1,1.0,0.0,0.029763514416313194,16.0,0.5,random,3.0,0.0001
0.5116,5.0,0.0,0.0014384498882876629,128.0,0.25,random,3.0,0.004641588833612777
0.3306,3.0,1.0,6.158482110660267e-06,32.0,0.0,random,1.0,0.002154434690031882
0.3366,3.0,1.0,3.359818286283781e-06,64.0,0.5,random,1.0,0.002154434690031882
0.1081,3.0,1.0,0.004832930238571752,64.0,0.5,random,1.0,0.001
0.3871,1.0,1.0,1.1288378916846883e-05,64.0,0.25,random,1.0,0.0001
0.2258,5.0,1.0,0.0026366508987303583,32.0,0.25,random,1.0,0.01
0.4545,3.0,0.0,0.00012742749857031334,32.0,0.5,random,1.0,0.00046415888336127773
0.2189,3.0,1.0,6.158482110660267e-06,64.0,0.5,random,3.0,4.641588833612782e-05
0.2832,1.0,1.0,1.8329807108324375e-06,64.0,0.0,random,1.0,0.001
0.3823,3.0,0.0,3.792690190732254e-05,16.0,0.25,random,1.0,1e-05
0.418,1.0,1.0,0.004832930238571752,16.0,0.0,random,1.0,0.004641588833612777
0.4857,5.0,0.0,0.00023357214690901214,128.0,0.25,random,1.0,0.00021544346900318823
0.4177,3.0,1.0,0.00023357214690901214,64.0,0.25,random,3.0,1e-05
0.5068,3.0,0.0,0.00012742749857031334,128.0,0.5,random,1.0,1e-05
0.1704,1.0,1.0,1e-06,16.0,0.25,random,1.0,4.641588833612782e-05
0.1406,3.0,1.0,0.029763514416313194,32.0,0.5,random,1.0,2.1544346900318823e-05
0.1,5.0,0.0,0.029763514416313194,32.0,0.5,random,3.0,0.004641588833612777
0.4193,3.0,1.0,0.00023357214690901214,64.0,0.25,random,3.0,0.001
0.4433,3.0,0.0,0.004832930238571752,128.0,0.0,random,3.0,0.00046415888336127773
0.3292,1.0,0.0,1.1288378916846883e-05,32.0,0.25,random,1.0,0.001
0.1,1.0,0.0,0.0007847599703514606,64.0,0.25,random,3.0,0.01
0.2258,1.0,1.0,0.01623776739188721,64.0,0.0,random,1.0,1e-05
0.3974,1.0,1.0,3.792690190732254e-05,32.0,0.5,random,1.0,1e-05
0.4558,5.0,1.0,0.0014384498882876629,16.0,0.25,random,3.0,4.641588833612782e-05
0.3143,5.0,0.0,1e-06,128.0,0.0,random,1.0,0.00046415888336127773
0.26,5.0,1.0,1.1288378916846883e-05,32.0,0.0,random,3.0,2.1544346900318823e-05
0.1,5.0,0.0,0.1,32.0,0.25,random,3.0,0.01
0.1,5.0,0.0,0.05455594781168514,16.0,0.0,random,1.0,0.00021544346900318823
0.323,5.0,0.0,3.359818286283781e-06,64.0,0.0,random,1.0,0.01
0.2544,3.0,0.0,6.951927961775606e-05,16.0,0.0,random,3.0,0.001
0.1,1.0,1.0,0.05455594781168514,64.0,0.5,random,3.0,0.002154434690031882
0.1,1.0,1.0,0.029763514416313194,32.0,0.5,random,3.0,0.00046415888336127773
0.1,1.0,1.0,1.8329807108324375e-06,64.0,0.0,random,3.0,0.002154434690031882
0.1125,3.0,0.0,1e-06,32.0,0.5,random,3.0,0.0001
0.4555,1.0,0.0,0.00023357214690901214,32.0,0.5,random,1.0,0.00021544346900318823
0.4646,3.0,0.0,0.0014384498882876629,64.0,0.25,random,1.0,0.0001
0.4604,5.0,1.0,0.0007847599703514606,16.0,0.25,random,1.0,0.00046415888336127773
0.4538,1.0,0.0,0.00023357214690901214,32.0,0.5,random,1.0,0.002154434690031882
0.1,1.0,0.0,1e-06,128.0,0.0,random,3.0,0.001
0.3611,5.0,0.0,2.06913808111479e-05,128.0,0.25,random,3.0,0.00021544346900318823
0.3052,5.0,1.0,1e-06,128.0,0.5,random,1.0,1e-05
0.1,5.0,0.0,0.004832930238571752,16.0,0.0,random,1.0,0.004641588833612777
0.1,5.0,0.0,0.01623776739188721,32.0,0.25,random,1.0,0.004641588833612777
0.1,1.0,0.0,0.01623776739188721,16.0,0.5,random,3.0,1e-05
0.3958,3.0,1.0,0.008858667904100823,16.0,0.0,random,3.0,2.1544346900318823e-05
0.1,5.0,0.0,0.029763514416313194,128.0,0.5,random,3.0,0.01
0.314,1.0,1.0,3.359818286283781e-06,64.0,0.25,random,1.0,0.00021544346900318823
0.3904,3.0,1.0,1.1288378916846883e-05,64.0,0.25,random,1.0,0.002154434690031882
0.3646,3.0,0.0,0.00023357214690901214,32.0,0.25,random,3.0,0.004641588833612777
0.1801,1.0,0.0,1.8329807108324375e-06,16.0,0.5,random,1.0,0.004641588833612777
0.3221,1.0,0.0,1.8329807108324375e-06,128.0,0.0,random,1.0,2.1544346900318823e-05
0.3066,3.0,1.0,0.0014384498882876629,128.0,0.0,random,1.0,0.00021544346900318823
0.3336,5.0,0.0,1.1288378916846883e-05,128.0,0.0,random,3.0,1e-05
0.2288,3.0,1.0,6.158482110660267e-06,64.0,0.0,random,3.0,0.0001
0.1,1.0,0.0,3.359818286283781e-06,32.0,0.0,random,3.0,0.00021544346900318823
0.4103,5.0,1.0,1.1288378916846883e-05,128.0,0.25,random,1.0,1e-05
0.2635,1.0,1.0,1e-06,64.0,0.0,random,1.0,0.0001
0.2805,3.0,0.0,2.06913808111479e-05,64.0,0.25,random,3.0,4.641588833612782e-05
0.2466,3.0,0.0,6.951927961775606e-05,16.0,0.25,random,3.0,0.01
0.1,1.0,1.0,0.0026366508987303583,64.0,0.0,random,3.0,4.641588833612782e-05
0.2247,3.0,0.0,1.8329807108324375e-06,32.0,0.25,random,1.0,0.001
0.1,1.0,0.0,1e-06,64.0,0.0,random,3.0,0.0001
0.3236,3.0,1.0,6.158482110660267e-06,32.0,0.5,random,1.0,0.002154434690031882
0.4559,3.0,0.0,0.0014384498882876629,128.0,0.5,random,1.0,0.002154434690031882
0.2308,3.0,0.0,0.01623776739188721,32.0,0.25,random,3.0,0.001
0.3995,5.0,0.0,2.06913808111479e-05,64.0,0.0,random,1.0,0.001
0.1,3.0,0.0,0.01623776739188721,64.0,0.25,random,1.0,0.01
0.2574,5.0,0.0,1.1288378916846883e-05,32.0,0.5,random,3.0,0.002154434690031882
0.4688,1.0,1.0,0.00012742749857031334,128.0,0.25,random,1.0,0.00046415888336127773
0.4617,1.0,0.0,6.951927961775606e-05,128.0,0.0,random,1.0,2.1544346900318823e-05
0.1,1.0,0.0,0.008858667904100823,128.0,0.5,random,3.0,0.002154434690031882
0.1858,1.0,0.0,1.8329807108324375e-06,16.0,0.25,random,1.0,0.01
0.4034,3.0,0.0,0.0026366508987303583,16.0,0.5,random,3.0,0.01
0.4229,1.0,1.0,2.06913808111479e-05,64.0,0.25,random,1.0,0.001
0.4377,3.0,1.0,0.0007847599703514606,32.0,0.25,random,3.0,0.004641588833612777
0.2232,5.0,0.0,1.8329807108324375e-06,32.0,0.0,random,1.0,0.002154434690031882
0.3052,5.0,0.0,3.792690190732254e-05,32.0,0.5,random,3.0,0.002154434690031882
0.1009,3.0,1.0,1e-06,64.0,0.25,random,3.0,2.1544346900318823e-05
0.4029,3.0,0.0,3.792690190732254e-05,32.0,0.25,random,1.0,2.1544346900318823e-05
0.1009,3.0,0.0,1e-06,64.0,0.0,random,3.0,0.00046415888336127773
0.1,1.0,0.0,0.05455594781168514,32.0,0.5,random,3.0,0.004641588833612777
0.4797,5.0,0.0,0.00012742749857031334,128.0,0.0,random,3.0,0.004641588833612777
0.2336,3.0,0.0,3.792690190732254e-05,16.0,0.0,random,3.0,0.001
0.1,1.0,0.0,1.1288378916846883e-05,16.0,0.25,random,3.0,0.00021544346900318823
0.1,3.0,1.0,6.158482110660267e-06,16.0,0.5,random,3.0,0.004641588833612777
0.3462,1.0,0.0,6.158482110660267e-06,64.0,0.25,random,1.0,0.004641588833612777
0.1,5.0,0.0,0.1,64.0,0.0,random,3.0,0.004641588833612777
0.2143,5.0,1.0,1.1288378916846883e-05,16.0,0.0,random,3.0,0.004641588833612777
0.3739,1.0,1.0,6.951927961775606e-05,16.0,0.5,random,1.0,2.1544346900318823e-05
0.5107,3.0,1.0,0.0004281332398719391,64.0,0.25,random,1.0,0.01
0.2165,5.0,1.0,0.008858667904100823,64.0,0.25,random,3.0,0.004641588833612777
0.2551,5.0,1.0,1.1288378916846883e-05,32.0,0.5,random,3.0,0.0001
0.3762,5.0,1.0,6.951927961775606e-05,16.0,0.5,random,1.0,0.001
0.346,5.0,0.0,3.792690190732254e-05,64.0,0.25,random,3.0,4.641588833612782e-05
0.2837,5.0,1.0,6.158482110660267e-06,16.0,0.25,random,1.0,0.01
0.1,5.0,0.0,0.01623776739188721,32.0,0.0,random,1.0,0.00021544346900318823
0.2492,3.0,0.0,6.158482110660267e-06,128.0,0.0,random,3.0,2.1544346900318823e-05
0.1,1.0,0.0,0.0007847599703514606,64.0,0.5,random,3.0,0.004641588833612777
0.1,1.0,0.0,1.1288378916846883e-05,16.0,0.5,random,3.0,0.0001
0.1223,5.0,1.0,0.05455594781168514,16.0,0.25,random,1.0,0.01
0.3008,3.0,1.0,3.359818286283781e-06,32.0,0.5,random,1.0,0.001
0.4,3.0,1.0,6.951927961775606e-05,16.0,0.5,random,1.0,2.1544346900318823e-05
0.3904,3.0,0.0,0.008858667904100823,16.0,0.0,random,3.0,0.0001
0.1,5.0,0.0,0.05455594781168514,128.0,0.5,random,1.0,1e-05
0.1,1.0,0.0,0.01623776739188721,32.0,0.25,random,3.0,0.00046415888336127773
0.3492,5.0,0.0,6.158482110660267e-06,64.0,0.25,random,1.0,0.004641588833612777
0.1,1.0,0.0,1e-06,32.0,0.5,random,3.0,0.00021544346900318823
0.4628,1.0,1.0,0.0004281332398719391,32.0,0.25,random,1.0,1e-05
0.1,1.0,0.0,2.06913808111479e-05,64.0,0.25,random,3.0,2.1544346900318823e-05
0.3775,3.0,1.0,0.00012742749857031334,64.0,0.25,random,3.0,0.002154434690031882
0.5068,3.0,0.0,0.00012742749857031334,128.0,0.5,random,1.0,0.0001
0.4012,5.0,1.0,0.0004281332398719391,16.0,0.0,random,3.0,0.002154434690031882
0.1,5.0,0.0,0.004832930238571752,32.0,0.0,random,1.0,0.00046415888336127773
0.377,5.0,0.0,0.00012742749857031334,32.0,0.0,random,3.0,1e-05
0.4145,1.0,1.0,0.004832930238571752,128.0,0.0,random,1.0,0.01
0.1682,3.0,0.0,0.029763514416313194,16.0,0.5,random,3.0,0.00046415888336127773
0.1,5.0,0.0,0.029763514416313194,32.0,0.25,random,3.0,2.1544346900318823e-05
0.4648,1.0,0.0,0.00012742749857031334,64.0,0.5,random,1.0,0.002154434690031882
0.2331,3.0,0.0,3.792690190732254e-05,16.0,0.0,random,3.0,0.004641588833612777
0.1,1.0,1.0,0.0007847599703514606,64.0,0.5,random,3.0,1e-05
0.1,5.0,0.0,0.008858667904100823,32.0,0.5,random,1.0,0.001
0.4961,3.0,0.0,0.0007847599703514606,32.0,0.5,random,1.0,0.002154434690031882
0.2755,3.0,1.0,3.792690190732254e-05,32.0,0.5,random,3.0,0.004641588833612777
0.1,1.0,0.0,0.008858667904100823,32.0,0.25,random,1.0,0.004641588833612777
0.1,3.0,0.0,6.158482110660267e-06,16.0,0.5,random,3.0,0.01
0.3418,1.0,0.0,3.792690190732254e-05,16.0,0.25,random,1.0,0.002154434690031882
0.1,1.0,1.0,6.158482110660267e-06,16.0,0.0,random,3.0,4.641588833612782e-05
0.3596,5.0,0.0,2.06913808111479e-05,32.0,0.25,random,1.0,4.641588833612782e-05
0.459,1.0,1.0,6.951927961775606e-05,64.0,0.0,random,1.0,0.001
0.2268,3.0,1.0,0.05455594781168514,128.0,0.0,random,3.0,0.00021544346900318823
0.168,3.0,1.0,0.01623776739188721,16.0,0.0,random,1.0,0.001
0.3283,5.0,0.0,2.06913808111479e-05,16.0,0.25,random,1.0,0.0001
0.1,1.0,1.0,0.1,64.0,0.25,random,3.0,1e-05
0.4968,3.0,1.0,0.00012742749857031334,64.0,0.0,random,1.0,4.641588833612782e-05
0.4609,1.0,1.0,0.00023357214690901214,64.0,0.0,random,1.0,0.01
0.2649,5.0,1.0,6.158482110660267e-06,64.0,0.0,random,3.0,0.0001
0.3433,5.0,0.0,3.792690190732254e-05,64.0,0.0,random,3.0,0.00046415888336127773
0.1,1.0,1.0,0.00023357214690901214,16.0,0.25,random,3.0,0.002154434690031882
0.4939,5.0,1.0,0.0014384498882876629,128.0,0.5,random,3.0,0.00046415888336127773
0.1,3.0,0.0,6.158482110660267e-06,16.0,0.0,random,3.0,2.1544346900318823e-05
0.3987,5.0,1.0,0.00012742749857031334,16.0,0.5,random,1.0,0.0001
0.497,5.0,0.0,0.0014384498882876629,128.0,0.25,random,3.0,0.00021544346900318823
0.256,3.0,1.0,1.1288378916846883e-05,64.0,0.0,random,3.0,4.641588833612782e-05
