accuracy,hidden_size,leaky_relu,learning_rate,num_layers,p_dropout,search_type,weight_decay
0.4694,2500.0,1.0,0.0005455594781168515,2.0,0.0,random,0.002154434690031882
0.3342,1000.0,1.0,4.281332398719396e-06,1.0,0.25,random,0.0001
0.3911,2250.0,0.0,1e-06,2.0,0.0,random,1e-05
0.323,4000.0,1.0,0.0003359818286283781,3.0,0.25,random,0.0001
0.4971,3000.0,1.0,1.8329807108324375e-05,2.0,0.0,random,2.1544346900318823e-05
0.4869,2750.0,1.0,0.0003359818286283781,3.0,0.0,random,0.004641588833612777
0.3602,2000.0,1.0,6.951927961775606e-06,1.0,0.0,random,1e-05
0.265,2500.0,1.0,0.0008858667904100823,2.0,0.5,random,0.001
0.431,3500.0,0.0,0.00012742749857031334,3.0,0.25,random,0.00021544346900318823
0.397,2000.0,1.0,4.8329302385717524e-05,1.0,0.25,random,4.641588833612782e-05
0.4449,750.0,1.0,6.951927961775606e-06,3.0,0.25,random,4.641588833612782e-05
0.3863,2750.0,0.0,1.8329807108324375e-05,1.0,0.0,random,0.004641588833612777
0.4384,2500.0,1.0,2.6366508987303555e-06,3.0,0.5,random,0.01
0.4393,4000.0,0.0,2.6366508987303555e-06,2.0,0.5,random,0.01
0.3775,2750.0,0.0,0.0005455594781168515,1.0,0.0,random,0.01
0.4922,2000.0,0.0,1.1288378916846883e-05,3.0,0.0,random,4.641588833612782e-05
0.3827,2500.0,0.0,2.9763514416313192e-05,1.0,0.5,random,1e-05
0.3935,1250.0,0.0,2.9763514416313192e-05,1.0,0.0,random,4.641588833612782e-05
0.501,2750.0,1.0,0.002335721469090121,2.0,0.0,random,0.002154434690031882
0.3907,500.0,1.0,0.00020691380811147902,1.0,0.25,random,0.01
0.3601,500.0,1.0,1.1288378916846883e-05,1.0,0.5,random,0.0001
0.4468,1250.0,1.0,6.951927961775606e-06,3.0,0.5,random,4.641588833612782e-05
0.3968,500.0,0.0,4.8329302385717524e-05,1.0,0.25,random,0.004641588833612777
0.5285,3000.0,1.0,2.9763514416313192e-05,3.0,0.0,random,0.01
0.1,750.0,0.0,0.0014384498882876629,3.0,0.5,random,2.1544346900318823e-05
0.3736,3750.0,1.0,1.8329807108324375e-05,1.0,0.5,random,1e-05
0.2952,2000.0,1.0,0.0014384498882876629,1.0,0.5,random,0.00046415888336127773
0.4116,2000.0,1.0,0.00012742749857031334,2.0,0.5,random,4.641588833612782e-05
0.2165,3500.0,1.0,0.002335721469090121,2.0,0.25,random,0.0001
0.2666,1500.0,0.0,0.0005455594781168515,2.0,0.0,random,2.1544346900318823e-05
0.4542,2000.0,1.0,4.281332398719396e-06,3.0,0.0,random,4.641588833612782e-05
0.4617,750.0,1.0,0.00615848211066026,3.0,0.0,random,4.641588833612782e-05
0.5155,4000.0,1.0,7.847599703514606e-05,3.0,0.25,random,0.0001
0.525,750.0,1.0,0.0003359818286283781,3.0,0.0,random,2.1544346900318823e-05
0.4379,1347.0,1.0,4.047016715852687e-06,2.0,0.0,bayes,2.8648458231175177e-05
0.4028,3002.0,0.0,1.1069008364189067e-06,3.0,0.25,bayes,0.002104110042685302
0.4732,3056.0,1.0,7.54416420238871e-06,3.0,0.5,bayes,0.000269367128380597
0.4496,3717.0,0.0,2.754154546363752e-06,2.0,0.25,bayes,0.0019186700007628153
0.4897,2010.0,0.0,1.4864935941181372e-05,2.0,0.25,bayes,1.077061359105825e-05
0.3195,2301.0,1.0,0.00040704927083894284,3.0,0.25,bayes,0.002567572401863179
0.5128,1266.0,1.0,9.470321582195481e-05,2.0,0.0,bayes,0.0008977092075020098
0.1,939.0,0.0,0.0010888621985588238,3.0,0.0,bayes,0.0004352031170347609
0.1642,2882.0,1.0,0.0034251299282584877,2.0,0.5,bayes,0.0004705439927110283
0.5206,3091.0,1.0,4.2196421427912025e-05,3.0,0.25,bayes,0.0007925416142991364
0.3892,4000.0,0.0,6.606216975050878e-05,1.0,0.5,bayes,0.01
0.3934,500.0,1.0,2.9682552149551888e-05,1.0,0.0,bayes,1e-05
0.513,675.0,1.0,7.716601741624035e-05,3.0,0.0,bayes,0.00035762340811868577
0.5019,500.0,1.0,5.3066632407538293e-05,3.0,0.0,bayes,0.002196587854151913
0.4824,3580.0,0.0,1.4635661390933379e-05,2.0,0.25,bayes,0.00020004912066069386
0.488,4000.0,1.0,7.098044509439298e-05,3.0,0.5,bayes,1e-05
0.4862,500.0,1.0,4.166909390073364e-05,2.0,0.0,bayes,0.01
0.482,500.0,0.0,2.4032807778933135e-05,3.0,0.0,bayes,0.01
0.2204,1118.0,0.0,1e-06,1.0,0.5,bayes,0.000130311238676855
0.4396,4000.0,1.0,7.056346375693431e-05,2.0,0.5,bayes,5.4746653344936346e-05
0.4229,500.0,0.0,6.035947141505929e-06,3.0,0.25,bayes,1e-05
0.5284,1976.0,1.0,6.099105435232407e-05,3.0,0.0,bayes,0.0014009310676414521
0.4272,1554.0,0.0,7.22588614576784e-05,3.0,0.5,bayes,0.01
0.5209,4000.0,1.0,2.8987273351067746e-05,3.0,0.0,bayes,1e-05
0.4976,4000.0,0.0,9.219856413715383e-06,3.0,0.0,bayes,2.7547924392409175e-05
0.5325,3150.0,1.0,5.248463058571962e-05,3.0,0.0,bayes,0.01
0.4493,4000.0,1.0,2.1968878903443735e-06,3.0,0.0,bayes,1.3783924214352195e-05
0.3895,500.0,1.0,0.000237144054215882,1.0,0.0,bayes,0.01
0.4359,4000.0,0.0,0.00010984379935939996,3.0,0.0,bayes,1e-05
0.5085,2700.0,0.0,3.108847296382506e-05,2.0,0.0,bayes,1e-05
0.5352,2433.0,1.0,6.569757723263611e-05,3.0,0.0,bayes,1e-05
0.4978,500.0,0.0,6.50860658523149e-05,2.0,0.0,bayes,1.273061313471649e-05
0.4807,4000.0,1.0,9.747437293957911e-06,2.0,0.0,bayes,1e-05
0.5329,2452.0,1.0,6.810608397364943e-05,3.0,0.0,bayes,1e-05
0.5305,2438.0,1.0,6.698316685776248e-05,3.0,0.0,bayes,2.5118971730442208e-05
0.5193,2340.0,1.0,6.606389526197265e-05,3.0,0.0,bayes,1e-05
0.5364,2612.0,1.0,6.150339524207195e-05,3.0,0.0,bayes,0.01
0.5282,2662.0,1.0,6.088930318523267e-05,3.0,0.0,bayes,0.01
0.5163,2496.0,1.0,1.8986418429281445e-05,3.0,0.0,bayes,0.01
0.4826,2969.0,0.0,2.70258896725165e-05,3.0,0.0,bayes,3.471198083509228e-05
0.3684,4000.0,0.0,8.432763928968779e-06,1.0,0.0,bayes,0.01
0.5246,2595.0,1.0,6.155687217653403e-05,3.0,0.0,bayes,0.01
0.5334,2556.0,1.0,6.0182174779274516e-05,3.0,0.0,bayes,1e-05
0.1599,4000.0,0.0,0.01,1.0,0.0,bayes,8.502332742574165e-05
0.5288,2534.0,1.0,5.9869070366256115e-05,3.0,0.0,bayes,1e-05
0.5282,2497.0,1.0,5.942857491555225e-05,3.0,0.0,bayes,2.430232713918003e-05
0.5287,2584.0,1.0,6.38566753801275e-05,3.0,0.0,bayes,0.01
0.5254,2560.0,1.0,6.377143031734247e-05,3.0,0.0,bayes,1e-05
0.5301,2542.0,1.0,6.357578208384833e-05,3.0,0.0,bayes,0.01
0.5192,2540.0,1.0,6.435262339930047e-05,3.0,0.0,bayes,0.01
0.5365,2519.0,1.0,6.031506434892201e-05,3.0,0.0,bayes,1e-05
0.5369,2477.0,1.0,5.832023532373462e-05,3.0,0.0,bayes,1e-05
0.5321,2433.0,1.0,5.653429135162772e-05,3.0,0.0,bayes,1e-05
0.5213,2424.0,1.0,5.658092323157527e-05,3.0,0.0,bayes,1e-05
0.5357,2519.0,1.0,5.934924157933602e-05,3.0,0.0,bayes,1e-05
0.5271,2501.0,1.0,5.865916718922138e-05,3.0,0.0,bayes,1e-05
0.538,2513.0,1.0,5.95763718057777e-05,3.0,0.0,bayes,1e-05
0.5291,2498.0,1.0,5.8790601783146783e-05,3.0,0.0,bayes,1e-05
0.5303,2503.0,1.0,5.940540217531534e-05,3.0,0.0,bayes,1e-05
0.5351,2503.0,1.0,5.978300594877544e-05,3.0,0.0,bayes,1e-05
0.5266,2491.0,1.0,5.946779549203976e-05,3.0,0.0,bayes,1e-05
0.5302,2504.0,1.0,6.008320147190737e-05,3.0,0.0,bayes,1e-05
0.5301,2504.0,1.0,6.036818432395818e-05,3.0,0.0,bayes,1e-05
0.5321,2504.0,1.0,6.0621910762124905e-05,3.0,0.0,bayes,1e-05
0.5336,2495.0,1.0,6.0493787242182635e-05,3.0,0.0,bayes,1e-05
0.5188,2490.0,1.0,6.047056386831908e-05,3.0,0.0,bayes,1e-05
0.5317,2515.0,1.0,6.017333412115633e-05,3.0,0.0,bayes,1e-05
0.5314,2512.0,1.0,6.0315756709812955e-05,3.0,0.0,bayes,1e-05
0.5383,2510.0,1.0,6.047082706661064e-05,3.0,0.0,bayes,1e-05
0.5298,2504.0,1.0,5.998542594619109e-05,3.0,0.0,bayes,1e-05
0.5385,2510.0,1.0,6.047185698126267e-05,3.0,0.0,bayes,1e-05
0.5342,2503.0,1.0,6.001569804255981e-05,3.0,0.0,bayes,1e-05
0.5389,2493.0,1.0,5.9707860349968944e-05,3.0,0.0,bayes,1e-05
0.5298,2479.0,1.0,5.896810620085861e-05,3.0,0.0,bayes,1e-05
0.5243,2483.0,1.0,5.93014956385012e-05,3.0,0.0,bayes,1e-05
0.5319,2504.0,1.0,6.0103550984767906e-05,3.0,0.0,bayes,1e-05
0.5339,2503.0,1.0,6.019883011603075e-05,3.0,0.0,bayes,1e-05
0.5319,2496.0,1.0,6.0002150766600585e-05,3.0,0.0,bayes,1e-05
0.5327,2499.0,1.0,6.029015823418299e-05,3.0,0.0,bayes,1e-05
0.5265,2494.0,1.0,6.016491137375026e-05,3.0,0.0,bayes,1e-05
0.5296,2500.0,1.0,6.0377018354068456e-05,3.0,0.0,bayes,1e-05
0.5283,2501.0,1.0,6.0523805389211055e-05,3.0,0.0,bayes,1e-05
0.5293,2503.0,1.0,6.064184922792981e-05,3.0,0.0,bayes,1e-05
0.5308,2509.0,1.0,6.092720609265185e-05,3.0,0.0,bayes,1e-05
0.5282,2504.0,1.0,6.084459366330543e-05,3.0,0.0,bayes,1e-05
0.5387,2510.0,1.0,6.105581642942724e-05,3.0,0.0,bayes,1e-05
0.5305,2507.0,1.0,6.092491585824525e-05,3.0,0.0,bayes,1e-05
0.5304,2507.0,1.0,6.101319585440951e-05,3.0,0.0,bayes,1e-05
0.5246,2508.0,1.0,6.109036688820736e-05,3.0,0.0,bayes,1e-05
0.5287,2505.0,1.0,6.085824065007596e-05,3.0,0.0,bayes,1e-05
0.5394,2510.0,1.0,6.107410249427948e-05,3.0,0.0,bayes,1e-05
0.5338,2512.0,1.0,6.111477176278469e-05,3.0,0.0,bayes,1e-05
0.5393,2510.0,1.0,6.111239508279715e-05,3.0,0.0,bayes,1e-05
0.5197,2511.0,1.0,6.115045913635308e-05,3.0,0.0,bayes,1e-05
0.5291,2507.0,1.0,6.057482994040194e-05,3.0,0.0,bayes,1e-05
0.5201,2508.0,1.0,6.068331630243248e-05,3.0,0.0,bayes,1e-05
0.5292,2506.0,1.0,6.0251718960363286e-05,3.0,0.0,bayes,1e-05
0.5309,2507.0,1.0,6.039971686502132e-05,3.0,0.0,bayes,1e-05
0.5289,2506.0,1.0,6.049696599422714e-05,3.0,0.0,bayes,1e-05
0.5335,2512.0,1.0,6.077646809008107e-05,3.0,0.0,bayes,1e-05
0.5211,2511.0,1.0,6.082285048824599e-05,3.0,0.0,bayes,1e-05
0.5414,2510.0,1.0,6.052939537628481e-05,3.0,0.0,bayes,1e-05
0.5309,2507.0,1.0,6.0086209430669306e-05,3.0,0.0,bayes,1e-05
0.5318,2507.0,1.0,6.019263996825072e-05,3.0,0.0,bayes,1e-05
0.5284,2506.0,1.0,6.0237397115677384e-05,3.0,0.0,bayes,1e-05
0.5296,2507.0,1.0,6.038433722996081e-05,3.0,0.0,bayes,1e-05
0.521,2508.0,1.0,6.049116684176507e-05,3.0,0.0,bayes,1e-05
0.5185,2511.0,1.0,6.040668628850556e-05,3.0,0.0,bayes,1e-05
0.5219,2516.0,1.0,6.022848897655603e-05,3.0,0.0,bayes,1e-05
0.5225,2517.0,1.0,6.0273734519187596e-05,3.0,0.0,bayes,1e-05
0.5368,2448.0,1.0,6.051057024685129e-05,3.0,0.0,bayes,1e-05
0.5313,2498.0,1.0,6.0086746968489396e-05,3.0,0.0,bayes,1e-05
0.5299,2498.0,1.0,6.0174311901092705e-05,3.0,0.0,bayes,1e-05
0.5338,2496.0,1.0,6.026493887207418e-05,3.0,0.0,bayes,1e-05
0.5297,2494.0,1.0,6.0287026162648085e-05,3.0,0.0,bayes,1e-05
0.5205,2511.0,1.0,6.038197417633173e-05,3.0,0.0,bayes,1.3261580361927975e-05
0.5343,2495.0,1.0,6.027731738260944e-05,3.0,0.0,bayes,1e-05
0.5198,2490.0,1.0,6.02106156747666e-05,3.0,0.0,bayes,1e-05
0.5286,2506.0,1.0,6.030693168966255e-05,3.0,0.0,bayes,1e-05
0.5301,2505.0,1.0,6.040173050064482e-05,3.0,0.0,bayes,1e-05
0.5305,2505.0,1.0,6.049838913307534e-05,3.0,0.0,bayes,1e-05
0.528,2504.0,1.0,6.0588986356363526e-05,3.0,0.0,bayes,1e-05
0.5286,2506.0,1.0,6.071486033444596e-05,3.0,0.0,bayes,1e-05
0.5288,2504.0,1.0,6.0756564240944006e-05,3.0,0.0,bayes,1e-05
0.5296,2505.0,1.0,6.087315830652762e-05,3.0,0.0,bayes,1e-05
0.5296,2505.0,1.0,6.0954740845496616e-05,3.0,0.0,bayes,1e-05
0.533,2502.0,1.0,6.098777645643824e-05,3.0,0.0,bayes,1e-05
0.5363,2502.0,1.0,6.110310751087557e-05,3.0,0.0,bayes,1e-05
0.5304,2504.0,1.0,6.127895771816937e-05,3.0,0.0,bayes,1e-05
0.5336,2502.0,1.0,6.133144773165398e-05,3.0,0.0,bayes,1e-05
0.5285,2504.0,1.0,6.156546234146649e-05,3.0,0.0,bayes,1e-05
0.5296,2501.0,1.0,6.150845792058437e-05,3.0,0.0,bayes,1e-05
0.5341,2503.0,1.0,6.16100304100294e-05,3.0,0.0,bayes,1e-05
0.5351,2503.0,1.0,6.183175850525374e-05,3.0,0.0,bayes,1e-05
0.5231,2508.0,1.0,6.220488647139682e-05,3.0,0.0,bayes,1e-05
0.5332,2500.0,1.0,6.151265427059735e-05,3.0,0.0,bayes,1e-05
0.5308,2498.0,1.0,6.166276142536255e-05,3.0,0.0,bayes,1e-05
0.5265,2501.0,1.0,6.182638843802281e-05,3.0,0.0,bayes,1e-05
0.5321,2498.0,1.0,6.161987216671932e-05,3.0,0.0,bayes,1e-05
0.5302,2499.0,1.0,6.179004702426998e-05,3.0,0.0,bayes,1e-05
0.5236,2483.0,1.0,6.315584423525908e-05,3.0,0.0,bayes,1e-05
0.525,2491.0,1.0,6.088603363655926e-05,3.0,0.0,bayes,1e-05
0.5275,2497.0,1.0,6.0929829052965295e-05,3.0,0.0,bayes,1e-05
0.532,2498.0,1.0,6.096008762751699e-05,3.0,0.0,bayes,1e-05
0.5271,2497.0,1.0,6.102248587118668e-05,3.0,0.0,bayes,1e-05
0.5371,2498.0,1.0,6.102636219287979e-05,3.0,0.0,bayes,1e-05
0.5332,2496.0,1.0,6.105655685363816e-05,3.0,0.0,bayes,1e-05
0.5325,2495.0,1.0,6.113057976052182e-05,3.0,0.0,bayes,1e-05
0.5378,2492.0,1.0,6.116619715627101e-05,3.0,0.0,bayes,1e-05
0.5244,2491.0,1.0,6.128599440959801e-05,3.0,0.0,bayes,1e-05
0.5368,2496.0,1.0,6.117736019146474e-05,3.0,0.0,bayes,1e-05
0.5239,2491.0,1.0,6.121413997015468e-05,3.0,0.0,bayes,1e-05
0.5312,2494.0,1.0,6.106027091186529e-05,3.0,0.0,bayes,1e-05
0.5249,2649.0,1.0,5.9811693158914646e-05,3.0,0.0,bayes,1e-05
0.53,2453.0,1.0,6.1134896924102e-05,3.0,0.0,bayes,1e-05
0.5303,2455.0,1.0,6.12381037784151e-05,3.0,0.0,bayes,1e-05
0.5395,2451.0,1.0,6.124474902170618e-05,3.0,0.0,bayes,1e-05
0.5327,2430.0,1.0,6.118585666792985e-05,3.0,0.0,bayes,1e-05
0.5377,2422.0,1.0,6.120458240004829e-05,3.0,0.0,bayes,1e-05
0.5291,2396.0,1.0,6.110584397861839e-05,3.0,0.0,bayes,1e-05
0.5306,2399.0,1.0,6.117872426987348e-05,3.0,0.0,bayes,1e-05
0.5314,2396.0,1.0,6.122285148367794e-05,3.0,0.0,bayes,1e-05
0.5238,2389.0,1.0,6.125206914975205e-05,3.0,0.0,bayes,1e-05
0.5352,2420.0,1.0,6.136078251384233e-05,3.0,0.0,bayes,1e-05
0.5302,2401.0,1.0,6.127357373384416e-05,3.0,0.0,bayes,1e-05
0.5359,2400.0,1.0,6.138613251004868e-05,3.0,0.0,bayes,1e-05
0.5264,2379.0,1.0,6.140124626414924e-05,3.0,0.0,bayes,1e-05
0.5356,2410.0,1.0,6.10791349109113e-05,3.0,0.0,bayes,1e-05
0.5309,2376.0,1.0,6.134577289827258e-05,3.0,0.0,bayes,1e-05
0.5369,2368.0,1.0,6.142108952179619e-05,3.0,0.0,bayes,1e-05
0.5305,2339.0,1.0,6.12528297635288e-05,3.0,0.0,bayes,1e-05
0.5241,2333.0,1.0,6.125424041136851e-05,3.0,0.0,bayes,1e-05
0.5322,2371.0,1.0,6.148753536356509e-05,3.0,0.0,bayes,1e-05
0.5267,2359.0,1.0,6.14756671066282e-05,3.0,0.0,bayes,1e-05
0.5352,2375.0,1.0,6.153830069775589e-05,3.0,0.0,bayes,1e-05
0.5236,2355.0,1.0,6.157282960101027e-05,3.0,0.0,bayes,1e-05
0.5308,2387.0,1.0,6.15817283224383e-05,3.0,0.0,bayes,1e-05
0.5263,2383.0,1.0,6.163644675088676e-05,3.0,0.0,bayes,1e-05
0.5334,2395.0,1.0,6.157841807029782e-05,3.0,0.0,bayes,1e-05
0.5263,2383.0,1.0,6.161820475879043e-05,3.0,0.0,bayes,1e-05
0.5256,2397.0,1.0,6.162857172036898e-05,3.0,0.0,bayes,1e-05
0.5344,2411.0,1.0,6.157047939582787e-05,3.0,0.0,bayes,1e-05
0.5309,2401.0,1.0,6.169034902093035e-05,3.0,0.0,bayes,1e-05
0.5322,2396.0,1.0,6.17151260503544e-05,3.0,0.0,bayes,1e-05
0.5329,2386.0,1.0,6.18324368504904e-05,3.0,0.0,bayes,1e-05
0.5299,2384.0,1.0,6.191795639327112e-05,3.0,0.0,bayes,1e-05
0.538,2356.0,1.0,6.23379230646089e-05,3.0,0.0,bayes,1e-05
0.533,2348.0,1.0,6.229064828561259e-05,3.0,0.0,bayes,1e-05
0.5274,2332.0,1.0,6.239126048429766e-05,3.0,0.0,bayes,1e-05
0.5324,2346.0,1.0,6.238105897094393e-05,3.0,0.0,bayes,1e-05
0.5441,3651.0,1.0,6.0296741308427675e-05,3.0,0.0,bayes,0.00020659718829978295
0.5314,4000.0,1.0,7.316103233828883e-05,3.0,0.0,bayes,1e-05
0.5338,3787.0,1.0,6.713703959736553e-05,3.0,0.0,bayes,1e-05
0.5383,3782.0,1.0,6.743750364467933e-05,3.0,0.0,bayes,1e-05
0.5285,4000.0,1.0,6.740449527322398e-05,3.0,0.0,bayes,1e-05
0.5362,3545.0,1.0,6.750457940536453e-05,3.0,0.0,bayes,1e-05
0.5355,3573.0,1.0,6.765078274513847e-05,3.0,0.0,bayes,1e-05
0.5285,3650.0,1.0,6.809031154130987e-05,3.0,0.0,bayes,1e-05
0.5332,3500.0,1.0,6.73606918397544e-05,3.0,0.0,bayes,1e-05
0.5424,3474.0,1.0,6.72189283761957e-05,3.0,0.0,bayes,1e-05
0.5415,3578.0,1.0,6.78695238447928e-05,3.0,0.0,bayes,1e-05
0.5352,3756.0,1.0,6.878756859387076e-05,3.0,0.0,bayes,1e-05
0.5286,3770.0,1.0,6.886715139246672e-05,3.0,0.0,bayes,1e-05
0.5367,3602.0,1.0,6.822234679577485e-05,3.0,0.0,bayes,1e-05
0.5336,3592.0,1.0,6.822190871740866e-05,3.0,0.0,bayes,1e-05
0.533,3584.0,1.0,6.818608136018522e-05,3.0,0.0,bayes,1e-05
0.5266,3571.0,1.0,6.81116895998651e-05,3.0,0.0,bayes,1e-05
0.5342,3536.0,1.0,6.76944540544726e-05,3.0,0.0,bayes,1e-05
0.5299,3538.0,1.0,6.77361079451627e-05,3.0,0.0,bayes,1e-05
0.5379,3486.0,1.0,6.7373954177528e-05,3.0,0.0,bayes,1e-05
0.5265,3505.0,1.0,6.756655208311078e-05,3.0,0.0,bayes,1e-05
0.5298,3469.0,1.0,6.716774457747467e-05,3.0,0.0,bayes,1e-05
0.5309,3453.0,1.0,6.703408153605476e-05,3.0,0.0,bayes,1e-05
0.5375,3458.0,1.0,6.706714014235139e-05,3.0,0.0,bayes,1e-05
0.5375,3458.0,1.0,6.710646394520622e-05,3.0,0.0,bayes,1e-05
0.5422,3472.0,1.0,6.724517003613056e-05,3.0,0.0,bayes,1e-05
0.537,3525.0,1.0,6.763139272911329e-05,3.0,0.0,bayes,1e-05
0.5315,3542.0,1.0,6.77784523612733e-05,3.0,0.0,bayes,1e-05
0.5388,3503.0,1.0,6.753547750825858e-05,3.0,0.0,bayes,1e-05
0.5267,3546.0,1.0,6.787492424897943e-05,3.0,0.0,bayes,1e-05
0.5356,3478.0,1.0,6.764433654421356e-05,3.0,0.0,bayes,1e-05
0.535,3489.0,1.0,6.747322272051032e-05,3.0,0.0,bayes,1e-05
0.5372,3491.0,1.0,6.753448822072719e-05,3.0,0.0,bayes,1e-05
0.5399,3523.0,1.0,6.780144538494402e-05,3.0,0.0,bayes,1e-05
0.5339,3495.0,1.0,6.739043410469019e-05,3.0,0.0,bayes,1e-05
0.5104,3518.0,1.0,6.79022597791283e-05,3.0,0.0,bayes,1e-05
0.538,3456.0,1.0,6.627084391309247e-05,3.0,0.0,bayes,1e-05
0.5377,3470.0,1.0,6.619143928794955e-05,3.0,0.0,bayes,1e-05
0.5271,3483.0,1.0,6.611674283884849e-05,3.0,0.0,bayes,1e-05
0.5354,3456.0,1.0,6.630148051714089e-05,3.0,0.0,bayes,1e-05
0.5277,3460.0,1.0,6.631002053328209e-05,3.0,0.0,bayes,1e-05
0.5336,3453.0,1.0,6.646342168895517e-05,3.0,0.0,bayes,1e-05
0.533,3453.0,1.0,6.649678041206134e-05,3.0,0.0,bayes,1e-05
0.5299,3438.0,1.0,6.644561337371741e-05,3.0,0.0,bayes,1e-05
0.5334,3442.0,1.0,6.654268940922174e-05,3.0,0.0,bayes,1e-05
0.5246,3441.0,1.0,6.657681018450115e-05,3.0,0.0,bayes,1e-05
0.5293,3412.0,1.0,6.637728022108296e-05,3.0,0.0,bayes,1e-05
0.5361,3415.0,1.0,6.644100457096094e-05,3.0,0.0,bayes,1e-05
0.5318,3409.0,1.0,6.641491172927573e-05,3.0,0.0,bayes,1e-05
0.5405,3417.0,1.0,6.651161377513646e-05,3.0,0.0,bayes,1e-05
0.5401,3418.0,1.0,6.646828704708349e-05,3.0,0.0,bayes,1e-05
0.5351,3439.0,1.0,6.656740109136039e-05,3.0,0.0,bayes,1e-05
0.5268,3441.0,1.0,6.660590566930168e-05,3.0,0.0,bayes,1e-05
0.5265,3428.0,1.0,6.653783860993974e-05,3.0,0.0,bayes,1e-05
0.5403,3417.0,1.0,6.645946206196539e-05,3.0,0.0,bayes,1e-05
0.5297,3428.0,1.0,6.647849955685683e-05,3.0,0.0,bayes,1e-05
0.5312,3421.0,1.0,6.647649418326288e-05,3.0,0.0,bayes,1e-05
0.54,3417.0,1.0,6.648866790928855e-05,3.0,0.0,bayes,1e-05
0.5292,3426.0,1.0,6.651920210588021e-05,3.0,0.0,bayes,1e-05
0.5287,3410.0,1.0,6.642769720124218e-05,3.0,0.0,bayes,1e-05
0.5322,3414.0,1.0,6.647792102312796e-05,3.0,0.0,bayes,1e-05
0.5262,3412.0,1.0,6.649856231991359e-05,3.0,0.0,bayes,1e-05
0.5286,3394.0,1.0,6.633342174923078e-05,3.0,0.0,bayes,1e-05
0.5377,3389.0,1.0,6.631012520079486e-05,3.0,0.0,bayes,1e-05
0.5275,3403.0,1.0,6.641974821178957e-05,3.0,0.0,bayes,1e-05
0.5285,2847.0,1.0,6.636060383586345e-05,3.0,0.0,bayes,1e-05
0.529,3421.0,1.0,6.60015327539875e-05,3.0,0.0,bayes,1e-05
0.5297,3400.0,1.0,6.599774618833487e-05,3.0,0.0,bayes,1e-05
0.5361,3405.0,1.0,6.613325524058256e-05,3.0,0.0,bayes,1e-05
0.5347,3442.0,1.0,6.613568971676927e-05,3.0,0.0,bayes,1e-05
0.5345,3402.0,1.0,6.60629780110641e-05,3.0,0.0,bayes,1e-05
0.533,3404.0,1.0,6.608053978393419e-05,3.0,0.0,bayes,1e-05
0.534,3404.0,1.0,6.611316226306234e-05,3.0,0.0,bayes,1e-05
0.5286,3422.0,1.0,6.618949915121968e-05,3.0,0.0,bayes,1e-05
0.5313,3407.0,1.0,6.625828335025605e-05,3.0,0.0,bayes,1e-05
0.5342,3405.0,1.0,6.629115599356638e-05,3.0,0.0,bayes,1e-05
0.5392,3406.0,1.0,6.631624101010598e-05,3.0,0.0,bayes,1e-05
0.5368,3415.0,1.0,6.632040998705792e-05,3.0,0.0,bayes,1e-05
0.5287,3420.0,1.0,6.633383560433988e-05,3.0,0.0,bayes,1e-05
0.5263,3412.0,1.0,6.634138165650458e-05,3.0,0.0,bayes,1e-05
0.5332,3404.0,1.0,6.630930824205699e-05,3.0,0.0,bayes,1e-05
0.5316,3392.0,1.0,6.624953251616708e-05,3.0,0.0,bayes,1e-05
0.5346,3390.0,1.0,6.627322589180455e-05,3.0,0.0,bayes,1e-05
0.5354,3391.0,1.0,6.630564113086522e-05,3.0,0.0,bayes,1e-05
0.5323,3405.0,1.0,6.642182474484527e-05,3.0,0.0,bayes,1e-05
0.5383,3393.0,1.0,6.636061315314774e-05,3.0,0.0,bayes,1e-05
0.5272,3408.0,1.0,6.647609081630159e-05,3.0,0.0,bayes,1e-05
0.5333,3402.0,1.0,6.641755960672311e-05,3.0,0.0,bayes,1e-05
0.535,3391.0,1.0,6.636307661170332e-05,3.0,0.0,bayes,1e-05
0.5321,3392.0,1.0,6.639849007918163e-05,3.0,0.0,bayes,1e-05
0.5313,3404.0,1.0,6.651137451071258e-05,3.0,0.0,bayes,1e-05
0.5103,3401.0,1.0,6.650429784524117e-05,3.0,0.0,bayes,1e-05
0.535,3371.0,1.0,6.562878185015439e-05,3.0,0.0,bayes,1e-05
0.5336,3374.0,1.0,6.562013253576298e-05,3.0,0.0,bayes,1e-05
0.5346,3374.0,1.0,6.563755274475864e-05,3.0,0.0,bayes,1e-05
0.5309,3364.0,1.0,6.548025531381259e-05,3.0,0.0,bayes,1e-05
0.5342,3383.0,1.0,6.57837369896317e-05,3.0,0.0,bayes,1e-05
0.5308,3385.0,1.0,6.579478951468433e-05,3.0,0.0,bayes,1e-05
0.5286,3372.0,1.0,6.577517977749873e-05,3.0,0.0,bayes,1e-05
0.5233,3377.0,1.0,6.590593918768779e-05,3.0,0.0,bayes,1e-05
0.5298,3358.0,1.0,6.582343016335877e-05,3.0,0.0,bayes,1e-05
0.5339,3355.0,1.0,6.585847193714628e-05,3.0,0.0,bayes,1e-05
0.5342,3366.0,1.0,6.595977507833488e-05,3.0,0.0,bayes,1e-05
0.5357,3367.0,1.0,6.598363449749738e-05,3.0,0.0,bayes,1e-05
0.529,3360.0,1.0,6.592648240817086e-05,3.0,0.0,bayes,1e-05
